Query size: 111350408
z	#strch	#TP	#FP	#FN	#TN	FPR%	FNR%	
0	NA	4341814	1070570	0	105938024	1.00045	0.0
1	1056138	5375908	25454	11022	105938024	0.02402	0.20461
2	23800	5371416	3900	37068	105938024	0.00368	0.68537
3	8469	5347071	3369	61944	105938024	0.00318	1.1452
4	7883	5315837	3220	93327	105938024	0.00304	1.72535
5	9524	5268439	3109	140836	105938024	0.00293	2.6036
6	6704	5228541	2946	180897	105938024	0.00278	3.3441
7	6252	5185017	2826	224541	105938024	0.00267	4.15082
8	8028	5121347	2549	288488	105938024	0.00241	5.33266
9	6040	5067373	2356	342655	105938024	0.00222	6.3337
10	5774	5009799	2273	400312	105938024	0.00215	7.39933
11	6916	4933933	2168	476283	105938024	0.00205	8.8034
12	4716	4877577	2050	532757	105938024	0.00194	9.84703
13	4358	4821095	1964	589325	105938024	0.00185	10.89241
14	5108	4749723	1894	660767	105938024	0.00179	12.2127
15	3787	4693074	1816	717494	105938024	0.00171	13.26097
16	3557	4636288	1753	774343	105938024	0.00165	14.31151
17	3846	4571024	1694	839666	105938024	0.0016	15.51865
18	2908	4518846	1611	891927	105938024	0.00152	16.48428
19	2890	4464038	1560	946786	105938024	0.00147	17.498
20	3490	4394390	1484	1016510	105938024	0.0014	18.78634
21	2564	4340662	1426	1070296	105938024	0.00135	19.78016
22	2387	4288222	1389	1122773	105938024	0.00131	20.74984
23	2965	4220117	1344	1190923	105938024	0.00127	22.00913
24	2199	4167427	1301	1243656	105938024	0.00123	22.9835
25	2253	4111154	1275	1299955	105938024	0.0012	24.02382
26	2480	4046748	1238	1364398	105938024	0.00117	25.21458
27	2015	3992427	1196	1418761	105938024	0.00113	26.21903
28	1998	3936549	1163	1474672	105938024	0.0011	27.25211
29	2076	3876427	1122	1534835	105938024	0.00106	28.36372
30	1866	3820533	1079	1590772	105938024	0.00102	29.3972
31	1839	3763612	1035	1647737	105938024	0.00098	30.44965
32	2078	3697194	996	1714194	105938024	0.00094	31.67753
33	1746	3639658	955	1771771	105938024	0.0009	32.74128
34	1794	3578734	919	1832731	105938024	0.00087	33.86756
35	1916	3511722	895	1899767	105938024	0.00084	35.10618
36	1766	3448222	857	1963305	105938024	0.00081	36.28006
37	1650	3387234	826	2024324	105938024	0.00078	37.40742
38	1789	3319314	795	2092275	105938024	0.00075	38.66286
39	1738	3251588	767	2160029	105938024	0.00072	39.91467
40	1689	3184080	741	2227563	105938024	0.0007	41.16242
41	1969	3103399	717	2308268	105938024	0.00068	42.65355
42	1716	3031391	685	2380308	105938024	0.00065	43.98449
43	1609	2962280	647	2449457	105938024	0.00061	45.26194
44	1434	2899226	626	2512532	105938024	0.00059	46.42728
45	1527	2830573	595	2581216	105938024	0.00056	47.69617
46	1543	2759659	563	2652162	105938024	0.00053	49.00683
47	1432	2692409	536	2719439	105938024	0.00051	50.24973
48	1410	2624797	502	2787085	105938024	0.00047	51.49937
49	1178	2567115	482	2844787	105938024	0.00045	52.56538
50	1150	2509655	462	2902267	105938024	0.00044	53.62729
51	1215	2447740	437	2964207	105938024	0.00041	54.77155
52	1072	2392048	411	3019925	105938024	0.00039	55.80081
53	1054	2336228	390	3075766	105938024	0.00037	56.8324
54	1056	2279252	366	3132766	105938024	0.00035	57.88536
55	1022	2223066	354	3188964	105938024	0.00033	58.92362
56	977	2168384	339	3243661	105938024	0.00032	59.93411
57	883	2118099	316	3293969	105938024	0.0003	60.86341
58	827	2070165	300	3341919	105938024	0.00028	61.74921
59	767	2024942	285	3387157	105938024	0.00027	62.5849
60	861	1973326	263	3438795	105938024	0.00025	63.53877
61	789	1925227	248	3486909	105938024	0.00023	64.42759
62	658	1884455	236	3527693	105938024	0.00022	65.18102
63	690	1841013	222	3571149	105938024	0.00021	65.98378
64	676	1797781	206	3614397	105938024	0.00019	66.78267
65	609	1758214	197	3653973	105938024	0.00019	67.5138
66	681	1713304	179	3698901	105938024	0.00017	68.3437
67	594	1673524	170	3738690	105938024	0.00016	69.07875
68	573	1634580	160	3777644	105938024	0.00015	69.79837
69	526	1598302	152	3813930	105938024	0.00014	70.46871
70	629	1554298	139	3857947	105938024	0.00013	71.28182
71	3519	1304467	130	4107787	105938024	0.00012	75.8979
72	2002	1160465	59	4251860	105938024	6e-05	78.55884
73	796	1102427	24	4309933	105938024	2e-05	79.63131
74	279	1081809	10	4330565	105938024	1e-05	80.0123
75	94	1074769	5	4337610	105938024	0.0	80.14239
76	33	1072269	1	4340114	105938024	0.0	80.1886
77	16	1071037	1	4341346	105938024	0.0	80.21136
78	5	1070649	0	4341735	105938024	0.0	80.21853
79	1	1070570	0	4341814	105938024	0.0	80.21999
