Query size: 111350408
z	#strch	#TP	#FP	#FN	#TN	FPR%	FNR%	
0	NA	4341814	21403255	0	85605339	20.00144	0.0
1	13654868	17981774	7755841	7454	85605339	8.30735	0.04144
2	2734653	23412510	2305820	26739	85605339	2.6229	0.11408
3	554374	25027790	666619	50660	85605339	0.77269	0.20201
4	116528	25437804	228556	78709	85605339	0.26628	0.30846
5	30709	25507997	116687	120385	85605339	0.13612	0.46973
6	11836	25497413	86471	161185	85605339	0.10091	0.62819
7	7781	25462834	76527	205708	85605339	0.08932	0.8014
8	7571	25411740	71790	261539	85605339	0.08379	1.01872
9	6676	25359342	67947	317780	85605339	0.07931	1.2376
10	5814	25307314	64891	372864	85605339	0.07575	1.45195
11	6655	25240179	61856	443034	85605339	0.07221	1.72499
12	5310	25182775	58698	503596	85605339	0.06852	1.96056
13	4681	25127420	55949	561700	85605339	0.06531	2.18653
14	5009	25062050	53571	629448	85605339	0.06254	2.45002
15	4152	25004414	51249	689406	85605339	0.05983	2.68316
16	3674	24949834	49147	746088	85605339	0.05738	2.90353
17	3784	24889128	47336	808605	85605339	0.05527	3.1466
18	3206	24835282	45405	864382	85605339	0.05301	3.3634
19	3004	24781642	43687	919740	85605339	0.05101	3.57856
20	3294	24718768	42184	984117	85605339	0.04925	3.82882
21	2859	24661955	40571	1042543	85605339	0.04737	4.05588
22	2417	24611629	39147	1094293	85605339	0.04571	4.25697
23	2965	24546130	37799	1161140	85605339	0.04414	4.51678
24	2330	24492876	36466	1215727	85605339	0.04258	4.72887
25	2312	24437446	35281	1272342	85605339	0.0412	4.94886
26	2392	24377602	34107	1333360	85605339	0.03983	5.18596
27	2223	24319967	32914	1392188	85605339	0.03843	5.41451
28	2031	24265113	31907	1448049	85605339	0.03726	5.63155
29	2001	24208960	30969	1505140	85605339	0.03616	5.85336
30	1993	24151388	29860	1563821	85605339	0.03487	6.08131
31	1830	24096516	28931	1619622	85605339	0.03378	6.29808
32	1973	24035148	28047	1681874	85605339	0.03275	6.53993
33	1889	23974845	27030	1743194	85605339	0.03157	6.7781
34	1727	23917973	26107	1800989	85605339	0.03049	7.00257
35	1876	23854209	25159	1865701	85605339	0.02938	7.25392
36	1806	23791161	24175	1929733	85605339	0.02823	7.50259
37	1674	23731071	23251	1990747	85605339	0.02715	7.73953
38	1784	23665105	22338	2057626	85605339	0.02609	7.99925
39	1803	23596602	21431	2127036	85605339	0.02503	8.2688
40	1700	23530430	20517	2194122	85605339	0.02396	8.52929
41	1892	23454520	19686	2270863	85605339	0.02299	8.82732
42	1726	23383878	18761	2342430	85605339	0.02191	9.10519
43	1647	23314861	17859	2412349	85605339	0.02086	9.37664
44	1548	23248543	16962	2479564	85605339	0.01981	9.63757
45	1515	23181890	16201	2546978	85605339	0.01892	9.8993
46	1502	23114270	15465	2615334	85605339	0.01806	10.16469
47	1492	23045740	14668	2684661	85605339	0.01713	10.43381
48	1431	22978658	13865	2752546	85605339	0.01619	10.69731
49	1275	22917627	13143	2814299	85605339	0.01535	10.93699
50	1203	22858805	12479	2873785	85605339	0.01458	11.16788
51	1210	22798215	11919	2934935	85605339	0.01392	11.40527
52	1096	22742363	11349	2991357	85605339	0.01326	11.62427
53	1056	22687531	10781	3046757	85605339	0.01259	11.83929
54	1032	22632907	10229	3101933	85605339	0.01195	12.05344
55	1083	22574514	9643	3160912	85605339	0.01126	12.28234
56	1015	22518714	9123	3217232	85605339	0.01066	12.50093
57	922	22467106	8650	3269313	85605339	0.0101	12.70306
58	833	22419660	8216	3317193	85605339	0.0096	12.88888
59	791	22373895	7764	3363410	85605339	0.00907	13.06823
60	842	22324181	7361	3413527	85605339	0.0086	13.26275
61	797	22276404	6941	3461724	85605339	0.00811	13.44979
62	711	22233166	6519	3505384	85605339	0.00761	13.6192
63	691	22190395	6138	3548536	85605339	0.00717	13.78665
64	660	22148889	5771	3590409	85605339	0.00674	13.94913
65	672	22105975	5388	3633706	85605339	0.00629	14.11714
66	669	22062439	5079	3677551	85605339	0.00593	14.28731
67	622	22021481	4721	3718867	85605339	0.00551	14.44762
68	598	21981455	4402	3759212	85605339	0.00514	14.60417
69	538	21944859	4139	3796071	85605339	0.00483	14.74722
70	607	21902873	3887	3838309	85605339	0.00454	14.91116
71	2473	21727886	3589	4013594	85605339	0.00419	15.59193
72	2292	21565024	2508	4177537	85605339	0.00293	16.22813
73	1256	21475506	1423	4268140	85605339	0.00166	16.57939
74	601	21432490	694	4311885	85605339	0.00081	16.74884
75	251	21414471	291	4330307	85605339	0.00034	16.82014
76	93	21407741	122	4337206	85605339	0.00014	16.84682
77	39	21404882	50	4340137	85605339	6e-05	16.85816
78	13	21403920	24	4341125	85605339	3e-05	16.86198
79	7	21403401	7	4341661	85605339	1e-05	16.86405
80	2	21403255	0	4341814	85605339	0.0	16.86464
