Query size: 111350408
z	#strch	#TP	#FP	#FN	#TN	FPR%	FNR%	
0	NA	4341814	5352422	0	101656172	5.00186	0.0
1	4821848	9143324	540743	10169	101656172	0.52912	0.11109
2	253222	9600802	58782	34652	101656172	0.05779	0.35963
3	20738	9613606	21273	59357	101656172	0.02092	0.61364
4	8600	9585992	17880	90364	101656172	0.01759	0.93386
5	9443	9540667	16935	136634	101656172	0.01666	1.4119
6	6997	9500603	15976	177657	101656172	0.01571	1.83563
7	6446	9456841	15296	222099	101656172	0.01504	2.29466
8	7719	9396421	14630	283185	101656172	0.01439	2.92558
9	6226	9341993	13827	338416	101656172	0.0136	3.49589
10	5855	9284567	13265	396404	101656172	0.01305	4.09467
11	6774	9211067	12758	470411	101656172	0.01255	4.85888
12	4801	9154727	12122	527387	101656172	0.01192	5.44702
13	4419	9098358	11583	584295	101656172	0.01139	6.03445
14	5028	9028880	11126	654230	101656172	0.01094	6.7564
15	3894	8971518	10602	712116	101656172	0.01043	7.35381
16	3586	8914948	10199	769089	101656172	0.01003	7.94182
17	3833	8850603	9791	833842	101656172	0.00963	8.61012
18	2989	8797609	9387	887240	101656172	0.00923	9.16111
19	2897	8743186	9077	941973	101656172	0.00893	9.72594
20	3373	8676364	8758	1009114	101656172	0.00861	10.41884
21	2687	8620741	8356	1065139	101656172	0.00822	10.99682
22	2407	8568311	8094	1117831	101656172	0.00796	11.54052
23	2917	8501780	7814	1184642	101656172	0.00769	12.22992
24	2250	8448402	7503	1238331	101656172	0.00738	12.78378
25	2257	8392449	7267	1294520	101656172	0.00715	13.36352
26	2457	8329065	7018	1358153	101656172	0.0069	14.02005
27	2067	8273810	6741	1413685	101656172	0.00663	14.59288
28	1976	8218898	6533	1468805	101656172	0.00643	15.16154
29	2108	8158244	6294	1529698	101656172	0.00619	15.78971
30	1894	8101856	6078	1586302	101656172	0.00598	16.37362
31	1826	8045620	5893	1642723	101656172	0.0058	16.95567
32	2037	7980824	5699	1707713	101656172	0.00561	17.62612
33	1784	7922428	5461	1766347	101656172	0.00537	18.23086
34	1794	7861820	5267	1827149	101656172	0.00518	18.85803
35	1932	7794568	5083	1894585	101656172	0.005	19.55367
36	1738	7732352	4907	1956977	101656172	0.00483	20.19724
37	1696	7670004	4705	2019527	101656172	0.00463	20.84236
38	1764	7603300	4541	2086395	101656172	0.00447	21.5321
39	1746	7535536	4376	2154324	101656172	0.0043	22.23277
40	1700	7467892	4198	2222146	101656172	0.00413	22.93227
41	1924	7389318	4043	2300875	101656172	0.00398	23.74437
42	1747	7316346	3842	2374048	101656172	0.00378	24.49898
43	1592	7248260	3657	2442319	101656172	0.0036	25.20302
44	1472	7183868	3469	2506899	101656172	0.00341	25.86894
45	1527	7115475	3308	2575453	101656172	0.00325	26.57592
46	1545	7044729	3146	2646361	101656172	0.00309	27.30716
47	1436	6977533	2998	2713705	101656172	0.00295	28.00163
48	1397	6910791	2841	2780604	101656172	0.00279	28.69147
49	1212	6851703	2691	2839842	101656172	0.00265	29.30226
50	1149	6794491	2572	2897173	101656172	0.00253	29.89345
51	1219	6732572	2447	2959217	101656172	0.00241	30.53324
52	1087	6676302	2320	3015614	101656172	0.00228	31.11474
53	1042	6621294	2211	3070731	101656172	0.00217	31.68307
54	1078	6563312	2096	3128828	101656172	0.00206	32.28212
55	1007	6508091	2014	3184131	101656172	0.00198	32.85244
56	994	6452639	1908	3239689	101656172	0.00188	33.42529
57	878	6402779	1815	3289642	101656172	0.00179	33.94035
58	821	6355341	1725	3337170	101656172	0.0017	34.4304
59	789	6308980	1630	3383626	101656172	0.0016	34.90935
60	865	6257256	1542	3435438	101656172	0.00152	35.44358
61	760	6211032	1474	3481730	101656172	0.00145	35.92093
62	664	6170046	1383	3522807	101656172	0.00136	36.34438
63	705	6125829	1284	3567123	101656172	0.00126	36.8012
64	672	6082985	1202	3610049	101656172	0.00118	37.24375
65	619	6042898	1128	3650210	101656172	0.00111	37.65779
66	669	5998892	1054	3694290	101656172	0.00104	38.11225
67	609	5958257	970	3735009	101656172	0.00095	38.532
68	575	5919281	908	3774047	101656172	0.00089	38.93448
69	535	5882494	844	3810898	101656172	0.00083	39.31439
70	617	5839414	789	3854033	101656172	0.00078	39.75916
71	3302	5605096	727	4088413	101656172	0.00072	42.17681
72	2080	5455974	408	4237854	101656172	0.0004	43.71703
73	911	5389977	155	4304104	101656172	0.00015	44.3993
74	330	5365759	54	4328423	101656172	5e-05	44.6497
75	116	5357131	18	4337087	101656172	2e-05	44.73891
76	36	5354419	6	4339811	101656172	1e-05	44.76695
77	20	5352889	1	4341346	101656172	0.0	44.78276
78	5	5352501	0	4341735	101656172	0.0	44.78677
79	1	5352422	0	4341814	101656172	0.0	44.78758
